"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-21",,,,,,,,,"0.13",",,7,0800",,,,,,,"52",",,7","43",",,7","43",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-22",,,,,,,,,"0.34",",,7,0800",,,,,,,"48",",,7","41",",,7","41",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-23",,,,,,,,,"0.68",",,7,0800",,,,,,,"45",",,7","40",",,7","45",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-24",,,,,,,,,"0.83",",,7,0800",,,,,,,"47",",,7","45",",,7","45",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-25",,,,,,,,,"0.23",",,7,0800",,,,,,,"52",",,7","42",",,7","43",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-26",,,,,,,,,"0.46",",,7,0800",,,,,,,"52",",,7","43",",,7","44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-27",,,,,,,,,"0.33",",,7,0800",,,,,,,"51",",,7","42",",,7","42",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-28",,,,,,,,,"0.63",",,7,0800",,,,,,,"49",",,7","41",",,7","41",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-29",,,,,,,,,"0.19",",,7,0800",,,,,,,"47",",,7","40",",,7","43",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-30",,,,,,,,,"0.60",",,7,0800",,,,,,,"48",",,7","35",",,7","45",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-01-31",,,,,,,,,"0.60",",,7,0800",,,,,,,"48",",,7","35",",,7","45",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-01",,,,,,,,,"1.65",",,7,0800",,,,,,,"62",",,7","45",",,7","52",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-02",,,,,,,,,"0.98",",,7,0800",,,,,,,"52",",,7","30",",,7","35",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-03",,,,,,,,,"0.09",",,7,0800",,,,,,,"44",",,7","32",",,7","32",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-04",,,,,,,,,"0.00",",,7,0800",,,,,,,"44",",,7","28",",,7","31",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-05",,,,,,,,,"1.63",",,7,0800",,,,,,,"38",",,7","30",",,7","38",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-06",,,,,,,,,"2.81",",,7,0800",,,,,,,"40",",,7","38",",,7","40",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-07",,,,,,,,,"2.30",",,7,0800",,,,,,,"41",",,7","38",",,7","41",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-08",,,,,,,,,"0.70",",,7,0800",,,,,,,"51",",,7","40",",,7","41",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-09",,,,,,,,,"0.05",",,7,0800",,,,,,,"45",",,7","30",",,7","31",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-10",,,,,,,,,"0.05",",,7,0800",,,,,,,"48",",,7","31",",,7","35",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-11",,,,,,,,,"0.00",",,7,0800",,,,,,,"50",",,7","33",",,7","35",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-12",,,,,,,,,"0.28",",,7,0800",,,,,,,"43",",,7","34",",,7","38",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-13",,,,,,,,,"0.00",",,7,0800",,,,,,,"41",",,7","30",",,7","31",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-14",,,,,,,,,"0.55",",,7,0800",,,,,,,"42",",,7","31",",,7","40",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-15",,,,,,,,,"0.12",",,7,0800",,,,,,,"47",",,7","30",",,7","38",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-16",,,,,,,,,"0.54",",,7,0800",,,,,,,"43",",,7","37",",,7","37",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-17",,,,,,,,,"0.31",",,7,0800",,,,,,,"45",",,7","34",",,7","34",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-18",,,,,,,,,"0.00",",,7,0800",,,,,,,"45",",,7","32",",,7","38",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-19",,,,,,,,,"0.00",",,7,0800",,,,,,,"52",",,7","32",",,7","51",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-20",,,,,,,,,"0.00",",,7,0800",,,,,,,"54",",,7","40",",,7","42",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-21",,,,,,,,,"0.00",",,7,0800",,,,,,,"57",",,7","36",",,7","40",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-22",,,,,,,,,"0.00",",,7,0800",,,,,,,"60",",,7","38",",,7","38",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-23",,,,,,,,,"0.50",",,7,0800",,,,,,,"46",",,7","37",",,7","44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-24",,,,,,,,,"0.21",",,7,0800",,,,,,,"48",",,7","36",",,7","36",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-25",,,,,,,,,"0.00",",,7,0800",,,,,,,"47",",,7","36",",,7","39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-26",,,,,,,,,"0.08",",,7,0800",,,,,,,"52",",,7","39",",,7","42",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-27",,,,,,,,,"0.03",",,7,0800",,,,,,,"52",",,7","39",",,7","43",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-28",,,,,,,,,"0.00",",,7,0800",,,,,,,"60",",,7","30",",,7","31",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-02-29",,,,,,,,,"0.36",",,7,0800",,,,,,,"58",",,7","31",",,7","33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-03-27",,,,,,,,,"0.22",",,H,0800",,,,,,,"46",",,H","36",",,H","40",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-03-28",,,,,,,,,"0.13",",,H,0800",,,,,,,"47",",,H","40",",,H","43",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-03-29",,,,,,,,,"0.29",",,H,0800",,,,,,,"48",",,H","43",",,H","43",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-03-30",,,,,,,,,"0.39",",,H,0800",,,,,,,"55",",,H","40",",,H","43",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-03-31",,,,,,,,,"0.04",",,H,0800",,,,,,,"50",",,H","36",",,H","36",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-04-17",,,,,,,,,"0.00",",,H,0800",,,,,,,"71",",,H","42",",,H","44",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-04-18",,,,,,,,,"0.04",",,H,0800",,,,,,,"69",",,H","44",",,H","47",",,H,0800",,,,,,,,,,,,,,,,,,
"USC00458034","STARTUP 1 E, WA US","47.8663","-121.7175","51.8","2020-04-19",,,,,,,,,"0.12",",,H,0800",,,,,,,"58",",,H","46",",,H","49",",,H,0800",,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-01",,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-02",,,,,,,,,"0.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-03",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-04",,,,,,,,,"0.71",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-05",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-06",,,,,,,,,"0.29",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-09",,,"    2",",,N","0.80",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-10",,,,,,,,,"0.12",",,N","0.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-11",,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-12",,,,,,,,,"0.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-13",,,,,,,,,"0.57",",,N","5.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-14",,,,,,,,,"0.06",",,N","0.5",",,N","5.7",",,N",,,,,,,,,,,,,"0.6",",,N","0.1",",,N",,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-15",,,,,,,,,"0.03",",,N",,,"5.0",",,N",,,,,,,,,,,,,"0.7",",,N",,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-16",,,,,,,,,"0.14",",,N",,,"4.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-17",,,,,,,,,"0.00",",,N","0.0",",,N","4.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-18",,,,,,,,,"0.38",",,N",,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-20",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-21",,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-22",,,,,,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-23",,,,,,,,,"0.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-25",,,"    2",",,N","0.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-26",,,,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-27",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-28",,,,,,,,,"0.70",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-29",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-30",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-01-31",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-01",,,,,,,,,"0.76",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-02",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-05",,,,,,,,,"1.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-06",,,,,,,,,"2.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-07",,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-08",,,,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-09",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-10",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-11",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-12",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-14",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-15",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-16",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-17",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-22",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-23",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-24",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-25",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-26",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-02-29",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-03-02",,,"    2",",,N","0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-03-03",,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-03-04",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0092","EVERETT 5.5 SSE, WA US","47.887683","-122.163431","105.8","2020-03-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
